gene	transcript	D01_Ctrl_0h	D01_Lps_1h	D01_Lps_2h	D01_Lps_4h	D01_Lps_6h	D09_Ctrl_0h	D09_Lps_1h	D09_Lps_2h	D09_Lps_4h	D09_Lps_6h
LHX4-AS1	NA	8	10	3	0	4	3	9	1	2	7
DPM1	NA	223	296	185	113	249	156	233	175	243	188
GPSM1	NA	10	25	13	8	28	8	24	19	16	26
KC6	NA	2	0	0	0	0	0	0	0	0	0
WDR92	NA	82	109	29	4	14	76	79	44	19	28
GMDS-AS1	NA	14	19	13	1	3	7	19	9	9	9
MIR3692	NA	0	0	0	0	0	0	0	0	0	0
LRP1	NA	50819	69783	36591	21318	59147	25419	33406	28701	35007	36188
ANKH	NA	936	1050	513	226	317	711	914	613	449	184
TNK1	NA	0	0	0	0	0	0	0	0	0	0
THUMPD3	NA	366	365	141	50	189	385	324	169	196	226
RAET1L	NA	0	0	0	0	0	0	0	0	1	0
POLR1B	NA	243	212	66	22	83	134	90	43	109	89
OLFM4	NA	0	0	0	0	0	0	0	0	0	0
RAD9B	NA	12	6	6	9	14	5	7	8	8	1
TSPY2	NA	0	0	0	0	0	0	0	0	0	0
PAX6	NA	16	19	11	2	5	11	15	5	7	2
SCG2	NA	0	0	0	0	0	0	0	0	0	0
SLC17A6	NA	0	0	0	0	0	0	0	0	0	0
PADI4	NA	16	18	4	1	2	6	0	1	0	0
AK8	NA	8	3	1	1	16	2	8	5	5	20
FMO3	NA	0	0	0	0	0	0	0	0	0	0
PKD1P1	NA	189	310	158	60	189	121	200	219	123	174
POU4F3	NA	0	2	1	0	5	0	0	0	0	1
LOC100507156	NA	2	0	0	1	0	2	2	0	0	3
NLK	NA	813	828	363	113	356	464	523	260	300	284
SDF4	NA	1008	1282	669	408	1206	746	912	911	1123	1196
ITGBL1	NA	0	1	0	0	4	0	0	0	0	0
TAP2	NA	225	296	209	286	1321	291	399	393	960	1624
NETO1	NA	0	0	1	0	0	0	2	1	0	1
MIR1302-8	NA	0	0	0	0	0	0	0	0	0	0
MIR4656	NA	0	0	0	0	0	0	0	0	0	0
GNAI1	NA	4	4	2	3	13	1	1	1	1	0
VPS4B	NA	1469	1347	537	505	1201	1001	1057	722	873	1008
GALNT6	NA	327	439	174	92	371	379	471	383	488	499
MIR6717	NA	0	0	0	0	0	0	0	0	0	0
ZSCAN5B	NA	6	3	1	0	0	3	0	1	0	4
LOC653786	NA	37	50	27	18	34	132	158	140	179	89
SNORD114-1	NA	0	0	0	0	0	0	0	0	0	0
SESN1	NA	343	336	100	47	136	210	166	87	110	69
GBE1	NA	294	316	136	109	299	321	318	289	300	232
CLASP1	NA	1098	1484	597	343	1195	819	1078	668	809	993
RASGEF1B	NA	338	8569	3399	858	1290	388	6778	2632	784	518
ACOT11	NA	66	72	45	10	10	87	78	68	37	19
PLGLB2	NA	16	4	2	1	0	4	10	10	6	2
AFAP1	NA	0	0	2	0	0	1	3	5	2	4
MIR130A	NA	0	0	0	0	0	0	0	0	0	0
OR2H2	NA	0	0	0	0	0	0	0	0	0	0
LOC100505920	NA	0	0	0	0	0	0	0	0	0	0
PIK3IP1-AS1	NA	2	0	0	0	0	3	0	0	1	0
PAPD7	NA	320	415	341	570	1103	251	356	467	905	422
DPY19L2P1	NA	0	0	0	0	0	0	0	0	0	0
MIR154	NA	0	0	0	0	0	0	0	0	0	0
TMX3	NA	1032	1162	560	318	592	574	579	422	478	303
DZIP1	NA	0	0	0	0	0	0	0	0	0	0
SEC22C	NA	424	471	221	160	477	370	386	305	408	452
LOC101927560	NA	0	0	0	0	0	0	0	0	0	0
RPL29P2	NA	0	0	0	0	0	1	0	0	0	0
GPR161	NA	11	5	7	26	71	22	18	20	69	44
MIR1269A	NA	0	0	0	0	0	0	0	0	0	0
RNF146	NA	338	242	84	134	259	228	186	70	340	277
FAM150A	NA	0	0	0	0	0	0	0	0	0	0
SNX32	NA	5	12	5	5	8	4	5	2	2	6
NKX3-1	NA	0	8	21	12	30	1	1	24	95	123
AP1B1P1	NA	0	0	0	0	0	0	1	0	2	0
PCGEM1	NA	0	0	0	0	0	0	0	0	0	0
KLHL38	NA	0	0	0	0	0	0	0	0	0	0
EMC10	NA	1598	1858	930	497	1374	1155	1260	1051	1271	1178
WDR74	NA	152	138	61	12	55	74	82	49	65	74
RORA-AS1	NA	5	2	3	1	0	2	3	0	0	0
GALP	NA	0	0	0	0	0	0	0	0	0	0
PURA	NA	622	558	196	72	365	489	342	164	233	304
DNPEP	NA	521	669	291	134	434	370	364	286	285	326
LOC100506321	NA	2	1	1	2	8	1	0	2	6	5
TMEM196	NA	0	0	0	0	0	0	0	0	0	0
ERBB2	NA	20	18	6	2	1	11	18	10	6	4
GTF2IRD2B	NA	0	14	7	0	1	5	8	3	0	6
FANCM	NA	50	69	17	22	27	56	50	24	29	33
LINC01258	NA	0	0	0	0	0	0	0	0	1	0
LOC100996583	NA	1	0	1	1	0	0	0	0	0	0
LPHN3-AS1	NA	0	0	0	0	0	0	0	0	0	0
MIR3185	NA	0	0	0	0	0	0	0	0	0	0
NEO1	NA	0	5	0	0	1	0	1	4	8	5
RPS3A	NA	4824	5194	2190	1754	3083	2282	3279	2124	3065	2012
DDX3Y	NA	1184	2124	1654	886	1446	0	0	0	0	0
LGALS3	NA	5105	5570	2745	2030	5397	7172	8049	7035	9632	8734
MXRA7	NA	12	12	8	10	36	231	263	225	331	355
GLT8D1	NA	249	286	97	32	62	146	161	72	69	75
CFL2	NA	138	181	74	22	82	110	113	101	89	65
ZNF878	NA	0	0	0	0	0	0	0	0	0	0
UPB1	NA	0	0	7	7	34	2	2	6	17	41
MIR6813	NA	0	0	0	0	0	0	0	0	0	0
NAP1L5	NA	25	25	3	6	23	18	14	12	19	14
CLDN14	NA	8	3	1	4	8	3	1	0	6	2
DHX38	NA	820	953	467	257	854	661	775	537	702	732
BTBD1	NA	1598	1840	679	438	768	1266	1438	887	800	787
TARS2	NA	329	380	123	27	85	194	207	114	58	75
ABCF1	NA	780	900	503	377	917	665	869	721	887	840
RBSN	NA	469	420	154	150	437	327	325	229	362	398
FCF1	NA	340	410	175	68	193	279	264	205	204	202
LRRC49	NA	0	0	0	0	0	0	0	0	0	0
GUCY1B2	NA	0	0	0	0	0	0	0	0	0	0
C1orf177	NA	0	0	0	0	0	0	0	0	0	0
MIR4450	NA	0	0	0	0	0	0	0	0	0	0
SMARCA4	NA	1788	2261	1025	491	1158	1234	1523	1256	1181	1045
TPSB2	NA	0	0	0	0	0	1	4	1	2	6
LRP8	NA	99	162	59	33	87	131	130	100	83	94
TAGLN3	NA	0	0	0	0	0	0	0	0	0	0
POTEB3	NA	0	0	0	0	0	0	0	0	0	0
LOC100505878	NA	0	0	0	0	0	0	0	0	0	0
MRPL14	NA	113	158	69	51	123	88	85	72	120	128
CENPW	NA	8	7	12	5	13	9	6	7	15	5
AQP7P3	NA	0	0	0	0	0	0	0	0	0	0
ZBTB21	NA	1084	911	308	208	596	671	758	441	296	293
ZDHHC20	NA	2153	2288	1107	767	1749	1826	1963	1324	1672	1466
LOC101929122	NA	0	0	0	0	0	0	0	0	0	0
NFE2L3	NA	259	321	212	365	932	140	195	185	518	552
MIR99AHG	NA	21	10	4	2	3	10	5	6	1	0
SRRM5	NA	14	3	3	0	3	4	0	1	0	0
KIAA1377	NA	0	0	0	0	3	0	2	0	0	0
MIR4773-2	NA	0	0	0	0	0	0	0	0	0	0
PALMD	NA	0	0	0	0	0	1	0	0	0	0
TMEM43	NA	1090	1261	522	367	1389	902	928	724	1058	1488
RNU5E-1	NA	0	0	0	0	0	0	0	0	0	0
TTL	NA	1490	1796	768	560	1458	1093	1168	825	1071	1165
LOC102724201	NA	0	0	0	0	0	0	0	0	0	0
VIMP	NA	260	357	185	192	472	209	256	269	467	534
STAT5B	NA	911	1075	482	322	979	630	744	652	752	737
MIR3683	NA	0	0	0	0	0	0	0	0	0	0
SSB	NA	1255	1604	681	871	3168	1018	1148	840	2241	2973
SH3D21	NA	42	43	33	23	54	70	85	126	225	180
OR10H5	NA	0	0	0	0	0	0	0	0	0	0
MINOS1-NBL1	NA	2	0	17	8	14	0	5	7	0	0
MIR7151	NA	0	0	0	0	0	0	0	0	0	0
TIMM23	NA	394	436	223	115	284	352	369	291	431	357
SLC22A13	NA	0	0	0	4	2	2	0	1	3	3
AKAP3	NA	9	6	1	2	1	22	15	5	8	15
OAS2	NA	1008	1117	904	4966	20993	693	777	1480	10111	14574
TRIM11	NA	200	199	74	70	248	121	117	98	202	222
USP2-AS1	NA	2	2	0	0	2	3	1	0	0	0
GLIS3	NA	4	3	3	22	21	0	0	0	15	3
LRRC70	NA	3	2	5	0	0	1	3	1	0	0
C1RL-AS1	NA	15	4	7	3	18	6	4	8	5	20
TMEM50B	NA	176	179	59	37	87	130	127	111	110	80
ARHGEF4	NA	6	2	6	0	0	1	0	0	0	3
DEGS1	NA	1912	2062	1211	942	2066	1512	1867	1665	2518	1842
LOC102800447	NA	0	0	0	0	0	0	0	0	0	0
TBL1XR1	NA	3105	3114	1439	743	1626	1996	2083	1242	931	1070
SP140	NA	71	69	37	87	331	55	80	40	203	270
G6PD	NA	6294	7170	3551	2353	6827	3740	3908	3099	4151	4174
MUC17	NA	0	0	8	50	119	1	4	136	419	445
DPH7	NA	32	20	16	3	17	27	44	18	12	12
NUDC	NA	570	659	301	140	289	459	582	409	325	346
CELA2B	NA	0	0	0	0	0	0	0	0	0	0
DNAJC5B	NA	361	374	161	103	302	154	185	110	118	127
SCARA3	NA	0	1	0	0	7	0	0	0	0	0
LOC101928823	NA	0	0	0	0	0	0	0	0	0	0
LINC01384	NA	0	0	0	0	0	0	0	0	0	0
CPA3	NA	0	0	0	2	1	0	0	0	1	0
LOC101927166	NA	0	0	0	0	0	0	0	0	0	0
BCAT2	NA	77	120	62	33	39	92	77	69	32	24
MFN1	NA	381	488	243	548	1239	250	369	297	938	850
C5AR2	NA	18	34	22	9	15	9	19	48	14	15
NRG3	NA	0	0	0	0	0	0	0	0	0	0
TRIM49C	NA	0	0	0	0	0	0	0	0	0	0
SNX11	NA	181	200	127	79	173	130	146	166	134	171
PPP1R36	NA	7	4	0	1	4	9	6	1	4	6
PLEKHH1	NA	1	0	1	2	1	5	4	4	2	7
RTEL1-TNFRSF6B	NA	0	52	28	25	0	13	56	0	67	83
LPCAT4	NA	579	667	330	110	84	237	259	235	131	34
TCTEX1D4	NA	10	42	19	16	36	4	27	43	16	16
CAMSAP2	NA	548	792	1095	638	1145	512	811	943	1128	983
TCAP	NA	2	1	1	0	4	0	2	1	0	2
HCFC2	NA	265	232	67	114	221	234	175	105	314	303
LOC101929715	NA	0	1	0	0	0	0	0	0	0	0
LOC102724163	NA	0	0	0	0	0	0	1	0	0	0
FAM206A	NA	110	159	61	22	77	127	150	94	90	70
MOCOS	NA	14	13	15	5	7	8	12	5	1	0
PRDM10	NA	222	149	58	62	225	158	147	79	166	219
C14orf93	NA	62	90	19	4	19	38	24	22	15	11
MIR4637	NA	0	0	0	0	0	0	0	0	0	0
SRGAP1	NA	400	402	153	230	230	346	343	283	493	178
SLC16A4	NA	3	3	2	2	3	8	0	0	1	4
VIP	NA	0	0	0	0	0	0	0	0	0	0
DUSP27	NA	0	0	0	0	2	2	3	1	2	4
LILRA1	NA	269	254	138	49	77	75	67	53	71	65
MC2R	NA	0	0	0	0	0	0	0	0	0	0
MIR5197	NA	0	0	0	0	0	0	0	0	0	0
MBTD1	NA	375	473	140	30	73	236	266	100	62	61
FUT11	NA	366	459	259	99	345	244	314	343	298	363
USP33	NA	674	792	372	577	1119	567	641	425	998	1056
C15orf39	NA	468	382	388	175	570	305	262	563	268	308
FAM184A	NA	0	0	0	0	3	0	0	0	1	2
MAP3K12	NA	97	150	30	3	9	63	61	40	5	5
PAAF1	NA	79	103	18	1	19	87	83	55	24	12
BARHL1	NA	0	0	0	0	0	0	0	0	0	0
SNORD116-24	NA	0	0	0	0	0	1	2	0	0	0
PIWIL2	NA	0	0	0	0	0	1	0	0	1	0
LOC391003	NA	0	0	0	0	0	0	0	0	0	0
SYNE1	NA	962	1275	541	191	312	551	622	481	271	98
CMTM4	NA	102	148	70	22	34	87	135	58	42	21
TSPYL1	NA	923	1000	411	219	751	643	689	400	597	677
GUF1	NA	680	721	308	171	322	596	626	365	386	289
WDR44	NA	533	540	260	288	750	438	496	307	534	551
HIST1H3C	NA	22	8	9	2	3	10	10	9	13	9
RNPEP	NA	1139	1371	682	365	942	1157	1350	1119	1060	1204
C12orf74	NA	0	0	0	0	0	0	0	0	0	0
GAS2L2	NA	0	0	0	0	0	0	0	0	0	0
LOC100505622	NA	0	1	0	0	0	0	1	0	1	0
LOC653653	NA	13	15	16	1	11	6	7	11	1	8
ADH4	NA	0	0	0	0	0	0	0	0	0	0
LOC101927495	NA	0	0	0	0	0	0	0	0	0	0
GRPR	NA	2	2	1	0	9	4	9	2	2	4
MIR4294	NA	0	0	0	0	0	0	0	0	0	0
ZBBX	NA	0	0	0	0	0	0	0	0	0	0
ZBTB10	NA	331	919	765	324	566	205	815	752	394	735
FBXL17	NA	390	424	206	92	106	335	382	233	166	108
SNORD1B	NA	0	0	0	0	0	0	0	0	0	0
DCAF13	NA	310	351	130	80	82	232	299	191	164	128
LOC101927550	NA	20	24	9	10	10	16	21	17	17	10
HTRA1	NA	0	1	0	0	4	0	0	0	0	0
ZNF585A	NA	178	116	40	23	89	160	77	47	82	70
SLC26A2	NA	311	365	131	82	287	254	295	181	244	285
WISP1	NA	2	1	1	0	1	1	0	0	4	3
OTOP3	NA	0	0	0	0	0	0	0	0	0	0
ATP2B4	NA	1468	1644	650	315	629	1362	1381	720	805	725
SPATA31C1	NA	0	0	0	0	0	0	0	0	0	0
CRAMP1L	NA	242	301	89	63	287	163	186	120	258	320
CHST12	NA	262	320	131	95	432	124	159	96	193	193
KANSL3	NA	776	672	283	219	840	436	421	338	459	458
TARDBP	NA	908	853	431	536	984	703	804	668	991	819
RAB22A	NA	1478	1393	600	509	1279	903	953	726	1058	904
STAU1	NA	1856	2100	992	976	3271	1429	1555	1173	2381	2616
CRB3	NA	0	0	0	0	0	0	0	1	0	1
MIR4470	NA	0	0	0	0	0	0	0	0	0	0
CHMP1A	NA	607	751	391	255	744	418	533	529	653	636
MIR4781	NA	0	0	0	0	0	0	0	0	0	0
ZNF160	NA	262	134	57	77	221	252	122	77	148	219
ANKRD20A9P	NA	69	30	18	22	35	129	131	138	170	177
B3GALT6	NA	197	191	102	45	121	127	111	112	120	99
BARX1	NA	0	0	0	0	6	0	0	0	0	0
NXNL1	NA	0	0	0	0	0	0	0	0	0	0
DHX29	NA	771	890	352	185	399	512	667	357	375	445
HADHB	NA	2895	3400	1408	935	1910	2246	2834	2091	2616	2016
PLXNB2	NA	8838	11029	5134	2202	6082	4653	5377	4640	4671	4441
ARMS2	NA	0	0	0	0	0	0	0	0	0	0
ILDR1	NA	0	5	4	2	3	0	7	8	6	1
SLC15A3	NA	4888	6060	2861	2054	6336	4272	5207	4299	5544	5295
GAS2	NA	0	0	0	0	0	0	0	0	0	0
LINC01085	NA	0	0	0	0	0	0	0	0	0	0
ADIRF	NA	0	2	3	1	2	0	2	3	10	7
NUMB	NA	1227	1258	822	1133	2592	957	1093	1470	2825	2212
TNIP1	NA	1979	2639	3869	8181	21769	1341	2021	8015	20797	18625
LOC101928052	NA	0	0	0	0	0	0	0	0	0	0
CCDC85C	NA	81	137	35	13	34	45	41	41	31	16
MESP1	NA	0	0	0	0	0	2	0	0	0	1
PSKH1	NA	398	464	164	68	213	271	211	133	122	202
RHOG	NA	1993	2628	1658	1213	3393	1465	1833	2345	2982	2679
NSFL1C	NA	473	516	230	99	299	342	409	313	380	396
HEY1	NA	0	9	1	1	2	0	25	10	2	24
BPIFA3	NA	0	0	0	0	0	0	0	0	0	0
KNG1	NA	0	0	0	0	0	0	0	0	0	1
ITGAX	NA	16094	20894	11152	7453	21080	14653	16941	14331	19277	21658
XRN1	NA	1234	1334	609	2435	8860	906	1114	699	5176	6780
CANT1	NA	813	944	570	434	1060	599	654	715	887	888
LIN9	NA	37	21	8	0	3	22	21	4	4	0
C1orf105	NA	0	0	0	0	0	0	0	0	0	0
CCDC96	NA	19	19	0	0	4	14	4	3	4	3
GNG7	NA	28	38	9	7	19	21	22	25	11	12
HEATR6	NA	295	280	72	77	224	315	238	97	169	222
RUNX2	NA	316	275	257	237	804	187	233	251	399	278
CCDC173	NA	0	0	0	0	0	2	0	0	0	0
MIR4317	NA	0	0	0	0	0	0	0	0	0	0
SOX1	NA	0	0	0	0	0	0	0	0	0	0
FCRL5	NA	1	0	0	0	0	1	0	0	0	0
ZNF99	NA	0	0	0	0	0	0	0	0	0	1
ZNF474	NA	3	2	0	0	1	0	0	0	0	0
FAM9A	NA	0	0	0	0	0	0	0	0	0	0
SNX22	NA	50	37	38	37	85	15	9	3	20	14
ODC1	NA	406	448	241	82	103	227	292	205	142	109
CROCCP2	NA	14	8	3	2	11	17	9	9	12	10
MBNL3	NA	1113	1162	527	281	460	594	712	452	469	293
ADORA2B	NA	94	127	82	30	13	53	85	171	120	24
NR2F6	NA	102	99	18	4	12	36	21	8	10	17
LOC101927815	NA	0	0	0	0	3	0	0	0	0	0
LOC101928191	NA	0	0	0	0	0	0	0	0	1	0
ZFYVE16	NA	2763	3556	1826	1539	3719	1812	2604	1541	1366	1498
LINC01480	NA	12	12	12	1	3	17	35	14	19	6
LOC339803	NA	115	91	30	12	55	96	59	34	30	37
MIR1226	NA	0	0	0	0	0	0	0	0	0	0
LOC100287944	NA	0	0	0	0	0	0	0	0	0	0
SYNJ2BP	NA	629	629	322	179	191	483	595	368	337	217
FAM182A	NA	1	0	0	0	0	0	0	0	0	0
POLE	NA	213	262	95	63	98	168	213	171	118	99
E2F2	NA	27	12	6	2	4	22	12	4	1	2
TSPEAR	NA	1	0	0	0	0	3	0	2	0	0
THRA	NA	198	249	108	46	169	152	181	136	116	70
PTGES2	NA	245	310	118	29	89	115	190	124	82	54
HIP1R	NA	1	2	7	6	13	0	4	13	10	12
TMUB1	NA	250	242	127	51	150	167	202	142	123	175
ENO3	NA	20	8	2	5	12	11	14	9	6	10
LINC00421	NA	0	0	0	0	0	0	0	0	1	0
EMC6	NA	207	199	80	68	149	114	177	118	150	191
GAGE10	NA	0	0	0	0	0	0	0	0	0	0
IRGC	NA	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	NA	0	0	0	0	0	0	0	0	0	0
CCDC168	NA	7	4	2	5	21	1	1	0	14	8
SAMD15	NA	1	0	2	1	2	3	3	0	1	1
LCE3A	NA	0	0	0	0	0	0	0	0	0	0
TNFRSF18	NA	0	1	4	20	56	1	7	13	74	66
TRPM3	NA	0	0	0	0	0	0	3	0	0	0
DET1	NA	41	27	9	4	37	32	15	8	15	15
RAP2A	NA	1430	1546	637	299	628	1231	1240	773	667	715
FECH	NA	381	444	192	83	201	409	427	310	242	209
LOC154449	NA	0	0	0	0	0	0	0	0	0	0
AOC4P	NA	0	0	0	0	0	0	0	0	0	0
AZIN1	NA	1755	2787	1941	1716	3287	1345	1803	1939	2554	2269
CRIP1	NA	432	625	317	275	703	205	327	379	836	742
TP53TG1	NA	27	22	17	6	14	14	21	8	14	13
SLC7A7	NA	3025	3297	1499	1034	3186	1524	1730	1286	1738	1809
RNU6-31P	NA	0	0	0	0	0	0	0	0	0	0
IL10RA	NA	5787	10172	8719	7970	13672	2625	5605	10110	11628	6472
LINC01020	NA	0	0	0	0	0	0	0	0	0	0
SMCO1	NA	0	0	0	0	0	0	0	0	0	0
TMEM64	NA	146	229	127	75	190	119	134	111	106	101
CDC42EP4	NA	127	152	107	113	165	87	126	239	268	134
C16orf58	NA	617	729	368	176	406	456	494	369	390	310
ARG2	NA	185	221	90	66	161	130	152	91	139	125
POU5F1P4	NA	0	0	0	4	1	1	0	1	3	3
TSLP	NA	0	4	3	4	0	1	8	11	6	6
OR10V2P	NA	0	0	1	0	0	0	0	0	1	0
ASH2L	NA	481	545	225	93	245	315	366	209	230	267
DNAH8	NA	0	0	0	0	0	0	0	2	0	0
ADAP2	NA	630	823	383	240	819	662	744	463	583	676
CNTNAP5	NA	0	0	0	0	0	0	0	0	0	0
IFNA14	NA	0	0	0	0	0	0	0	0	0	0
SLC1A3	NA	329	633	493	2490	6207	695	945	1052	6814	8026
CABYR	NA	11	8	3	2	9	2	4	1	3	1
GOLGA6L1	NA	0	0	0	0	0	0	0	0	0	0
BCL7B	NA	521	618	353	247	601	358	435	438	568	515
HSPA7	NA	111	158	55	18	38	127	198	158	86	70
MIR6088	NA	0	0	0	0	0	0	0	0	0	0
PCDHGA11	NA	0	5	1	0	5	4	2	12	0	6
MIR3915	NA	0	0	0	0	0	0	0	0	0	0
NUDT13	NA	27	29	16	7	17	16	9	8	7	3
C1orf53	NA	4	10	3	2	9	7	3	1	3	2
MT1F	NA	0	2	0	4	6	2	1	0	11	27
TOMM5	NA	472	490	245	170	334	315	385	249	480	288
ARL6IP4	NA	999	1151	591	257	658	718	899	612	791	589
RPL35A	NA	956	1130	522	432	754	378	547	476	611	524
CCDC157	NA	3	8	2	2	6	3	3	2	6	6
RAB40C	NA	124	125	24	3	30	70	79	32	21	64
C2orf68	NA	207	300	138	38	149	162	171	133	66	105
EMR3	NA	34	23	17	6	9	1	8	4	0	4
SLC41A1	NA	39	40	22	16	42	32	31	16	47	50
LRCH1	NA	534	732	400	1051	1239	437	570	718	1345	899
LY6G5B	NA	13	2	2	5	19	10	5	14	10	7
POTEI	NA	0	0	0	0	0	0	0	0	0	0
MIR3666	NA	0	0	0	0	0	0	0	0	0	0
FAM124A	NA	9	6	25	57	115	17	6	14	95	63
CLIP3	NA	2	4	0	1	1	1	2	0	1	3
LOC101929076	NA	0	0	0	0	0	0	0	0	0	0
MED15P9	NA	0	0	0	0	1	1	5	0	1	2
MAP4K2	NA	211	240	98	57	126	178	175	125	127	82
CHIC1	NA	12	10	8	3	2	18	11	8	9	3
SULF1	NA	0	0	0	0	2	0	0	1	0	2
PRDM5	NA	1	6	4	1	0	0	1	0	0	0
ELOVL1	NA	696	866	377	184	716	617	612	510	625	774
SLC39A10	NA	2426	2858	1215	499	572	3434	3637	2181	1677	859
DTD2	NA	59	74	26	11	15	45	63	29	29	21
KCNV1	NA	0	0	0	0	0	0	0	0	0	0
MIR3133	NA	0	0	0	0	0	0	0	0	0	0
ACP1	NA	591	564	292	135	318	351	405	264	362	270
ZMYM2	NA	1417	1352	491	368	691	906	919	490	677	607
B3GNT6	NA	0	0	0	0	0	0	4	0	0	0
C9orf69	NA	395	358	126	33	156	199	237	106	133	180
C2orf15	NA	10	5	3	1	0	2	1	3	2	0
LOC283177	NA	0	0	0	0	1	0	0	0	0	0
LOC645752	NA	0	0	0	0	0	0	0	0	0	0
LPL	NA	3788	4800	2493	1900	4077	3290	3620	2062	2169	2178
FTCDNL1	NA	27	21	15	8	17	31	41	26	32	13
MIR566	NA	0	0	0	0	0	0	0	0	0	0
LOC439994	NA	14	25	13	5	13	17	25	18	19	12
CLEC2D	NA	50	41	26	132	386	39	56	104	317	383
LINC00176	NA	1	1	0	0	6	1	3	0	2	0
LINC01389	NA	0	2	0	2	1	0	1	0	0	0
CD8B	NA	1	4	1	2	4	1	0	4	3	1
HIST1H3D	NA	101	100	37	21	47	69	42	37	27	68
SLC6A12	NA	103	111	51	35	128	115	141	109	124	133
CD84	NA	9122	10978	5537	3252	6100	8182	9586	6929	6702	5178
FAM27L	NA	0	0	0	0	0	0	0	0	0	0
RASA1	NA	695	768	386	208	612	590	700	440	463	615
ETV3L	NA	0	0	2	4	5	3	1	17	63	49
FAM214B	NA	957	1253	477	415	1406	660	889	641	1048	1035
PHKG1	NA	4	2	0	0	3	3	0	2	0	1
CHADL	NA	1	1	1	0	0	2	1	1	0	0
QRFPR	NA	0	0	0	0	0	0	0	1	0	0
MAGEA11	NA	0	0	0	0	0	0	0	0	0	0
IMPA1	NA	226	318	149	117	246	156	246	172	205	270
SH3BP1	NA	1598	2274	987	385	1520	991	1158	770	756	1033
RARRES1	NA	79	58	30	79	166	456	535	519	764	658
NPM3	NA	111	151	61	21	41	57	85	58	49	24
RFPL4A	NA	2	16	2	2	0	0	0	0	0	0
B3GNTL1	NA	56	70	15	4	11	22	24	19	13	11
TAT-AS1	NA	0	0	0	0	0	0	0	0	0	0
ARPC5L	NA	246	242	69	85	192	134	153	103	192	168
KLHL42	NA	140	146	39	32	82	109	113	55	68	63
ERMN	NA	10	4	2	1	8	5	3	1	1	1
KLHL26	NA	102	72	13	26	64	35	34	18	58	53
STRA13	NA	179	196	102	55	99	153	160	121	143	99
SIM2	NA	3	7	3	0	0	0	1	0	0	0
GJC1	NA	0	0	0	0	0	0	0	4	0	1
TANGO6	NA	266	334	122	27	84	195	212	127	75	89
SLC2A2	NA	0	0	0	0	0	0	0	0	0	0
C20orf194	NA	462	476	199	119	468	565	686	347	403	504
EXO1	NA	5	7	6	1	0	11	8	5	0	1
LOC101928804	NA	0	0	0	0	0	0	0	0	0	0
LOC100507194	NA	0	0	0	0	0	0	0	0	0	0
TNRC6C-AS1	NA	148	164	65	21	24	133	99	67	31	18
LOC285074	NA	59	96	27	16	28	46	67	23	28	29
LRG1	NA	22	27	14	7	48	4	5	13	38	80
KIRREL	NA	0	0	0	0	0	0	0	0	0	1
PIK3R1	NA	4715	4771	1288	342	1167	3403	3248	752	933	1140
LOC100996286	NA	0	0	0	0	0	0	0	0	0	0
MAF	NA	6167	6618	2081	212	512	5648	5399	1827	603	811
ADCY4	NA	43	57	20	6	27	20	23	17	11	10
ZMIZ2	NA	661	914	491	494	1525	430	595	711	1328	1111
SLC46A3	NA	910	1120	458	135	121	559	664	413	239	98
TET1	NA	10	4	0	1	0	6	2	5	3	2
MIR181C	NA	0	0	0	0	0	0	0	0	0	0
SNORA33	NA	0	0	0	0	0	0	0	0	1	0
PPIAL4E	NA	0	0	0	0	0	3	0	0	0	0
STAMBP	NA	327	340	179	75	207	244	294	179	156	240
C22orf39	NA	159	145	69	47	62	129	128	103	131	105
FAM205A	NA	0	0	0	0	0	0	2	3	0	0
LINCR-0002	NA	0	0	0	0	0	0	0	0	0	0
LOC145837	NA	0	0	0	0	0	0	2	0	0	0
MIR6879	NA	0	0	0	0	0	0	0	0	0	0
OR6C65	NA	0	0	0	0	0	0	0	0	0	0
MS4A12	NA	0	0	0	0	2	0	0	0	0	0
TCF20	NA	836	954	336	199	620	516	751	415	407	513
STAG3L2	NA	38	39	9	18	34	37	34	31	39	20
FAM178B	NA	0	0	0	0	0	0	0	0	0	0
LOC101928253	NA	0	0	0	0	0	0	0	0	0	0
MIR555	NA	0	0	0	0	0	0	0	0	0	0
RPP25L	NA	75	67	22	10	12	35	21	23	5	5
MIR8066	NA	0	0	0	0	0	0	0	0	0	0
LRRC46	NA	6	13	4	3	0	8	3	0	1	2
MRPS6	NA	918	1055	604	543	1391	748	978	995	2061	1813
ABCB11	NA	0	2	1	0	0	0	0	0	0	0
LINC00312	NA	0	1	0	0	2	0	2	0	0	0
MIR1266	NA	0	0	0	0	0	0	0	0	0	0
OTULIN	NA	477	621	266	238	528	405	430	373	425	344
KCNC2	NA	0	0	0	0	0	0	0	0	0	0
CDH19	NA	0	0	0	0	0	0	0	0	0	0
SSH3	NA	157	185	92	17	43	127	114	101	51	45
LDLRAD1	NA	0	0	0	0	0	0	0	0	0	0
ZNF135	NA	23	9	2	0	6	4	18	4	3	3
CCBE1	NA	0	0	0	0	0	0	3	0	2	3
WFDC12	NA	0	0	0	0	0	0	0	0	0	0
TAAR1	NA	0	0	0	0	0	0	0	0	0	0
SARNP	NA	380	430	199	160	319	235	318	279	356	341
CCDC42	NA	0	0	1	0	0	0	0	0	0	0
